family,display_name,node_id,source_url,source_sha256,page_version_badge,inputs,outputs,dynamic_inputs,defaults,animation,arrays_groups,errors,resources,edge_behavior,build_availability,status,prerequisite,fixture
values,Array Copy,Node_Array_Copy,https://docs.pixel-composer.com/nodes/values/array/operator/array_copy.html,1252998677345a47d7bbafd53d4f64043b9d3abf763b257738a8efac83858e20,1.18.0,"[{""type"":"""",""name"":""Array""},{""type"":""int"",""name"":""Starting Index""},{""type"":""int"",""name"":""Size""}]","[{""type"":""any"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Flatten,Node_Array_Flattern,https://docs.pixel-composer.com/nodes/values/array/operator/array_flattern.html,6c9a10ba609a815dc29ddca3cf52a0454318683511386e91ae3dd0993ccd1ea4,pre 1.18,"[{""type"":""any"",""name"":""Array In""},{""type"":""int"",""name"":""Depth""}]","[{""type"":""any"",""name"":""Flattened Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Insert,Node_Array_Insert,https://docs.pixel-composer.com/nodes/values/array/operator/array_insert.html,bd72ef96df79de0a6ad782411ddc6df1838c3eb552ff2208313f00a73f68f598,1.18.0,"[{""type"":""any"",""name"":""Array""},{""type"":""int"",""name"":""Index""},{""type"":""any"",""name"":""Value""},{""type"":""bool"",""name"":""Spread Array""}]","[{""type"":""any"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Partition,Node_Array_Partition,https://docs.pixel-composer.com/nodes/values/array/operator/array_partition.html,62acbe87cfc6627557be807f9a8473ac5d1a70776c2c74f53e2c0460a183d127,pre 1.18,"[{""type"":"""",""name"":""Array""},{""type"":""enum"",""name"":""Type""},{""type"":""int"",""name"":""Length""}]","[{""type"":""any"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Weighted Selector,Node_Array_Randomizer,https://docs.pixel-composer.com/nodes/values/array/operator/array_randomizer.html,f8d850cdc7e8735dc1587fb42dc5a999ea0672c87e5adec6ea33cd9ed7fd8632,pre 1.18,"[{""type"":"""",""name"":""Array In""}]","[{""type"":""any"",""name"":""Array Selector""}]","[{""type"":""float"",""name"":""Weight""}]",unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Rearrange,Node_Array_Rearrange,https://docs.pixel-composer.com/nodes/values/array/operator/array_rearrange.html,7a45481b82121e391f61bffd4d771aa70453b1001397517f4138a46eb7f831f2,1.18.0,"[{""type"":"""",""name"":""Array""},{""type"":""int"",""name"":""Orders""}]","[{""type"":""any"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Remove,Node_Array_Remove,https://docs.pixel-composer.com/nodes/values/array/operator/array_remove.html,b68b34fc85c2c2e4c923fdc72c86d13133177dc930040fed805b9444ea73131b,1.18.0,"[{""type"":"""",""name"":""Array""},{""type"":""enum"",""name"":""Type""},{""type"":""int"",""name"":""Index""},{""type"":"""",""name"":""Value""},{""type"":""bool"",""name"":""Spread Array""}]","[{""type"":""any"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Reverse,Node_Array_Reverse,https://docs.pixel-composer.com/nodes/values/array/operator/array_reverse.html,d4ac3c9ffc80ddac9e7a84ad56963c13760fbe2909345fab4ab4faa482bb00ea,1.18.0,"[{""type"":"""",""name"":""Array""}]","[{""type"":""any"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Set,Node_Array_Set,https://docs.pixel-composer.com/nodes/values/array/operator/array_set.html,aadcb2b584587ff0f3f65437f6df4516945dbeeddb88a9325b9161282517b042,pre 1.18,"[{""type"":""any"",""name"":""Array""},{""type"":""int"",""name"":""Index""},{""type"":""any"",""name"":""Value""}]","[{""type"":""any"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Shift,Node_Array_Shift,https://docs.pixel-composer.com/nodes/values/array/operator/array_shift.html,fde8295064dc55bad5fa9de4a2f2ce3e503da715e553b6a1781f1d3c86122706,1.18.0,"[{""type"":"""",""name"":""Array""},{""type"":""int"",""name"":""Shift""},{""type"":""enum"",""name"":""Overflow""}]","[{""type"":""any"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Shuffle Array,Node_Array_Shuffle,https://docs.pixel-composer.com/nodes/values/array/operator/array_shuffle.html,01fa4fa6cd6ac8d6c2cd47e67361dba0ac4511227d296d43e7d2f53b98810f62,1.18.0,"[{""type"":"""",""name"":""Array In""}]","[{""type"":""any"",""name"":""Shuffled Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Split,Node_Array_Split,https://docs.pixel-composer.com/nodes/values/array/operator/array_split.html,412c5b660087594b6a34ebf1b471276c73cf8b92a0ba76d9df7acdf9b7e6c338,1.18.0,"[{""type"":""any"",""name"":""Array""},{""type"":""int"",""name"":""Minimum Outputs""}]","[{""type"":""any"",""name"":""Val 0""},{""type"":"""",""name"":""""},{""type"":"""",""name"":""""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Transpose,Node_Array_Transpose,https://docs.pixel-composer.com/nodes/values/array/operator/array_transpose.html,9d48d1b8046e8bb7b6af2e63fb3f1084742cb0f0f8f2d0a1d1ae15e0083eb7f8,pre 1.18,"[{""type"":"""",""name"":""Array In""}]","[{""type"":""any"",""name"":""Transposed Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Trim,Node_Array_Trim,https://docs.pixel-composer.com/nodes/values/array/operator/array_trim.html,37eafb117c98cfb268021ffe5624eecdb579b2de6671d757c8a33c710468381f,pre 1.18,"[{""type"":"""",""name"":""Array""},{""type"":""int"",""name"":""Trim Start""},{""type"":""int"",""name"":""Trim End""}]","[{""type"":""any"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Unique,Node_Array_Unique,https://docs.pixel-composer.com/nodes/values/array/operator/array_unique.html,7207d3d1ced60a8df1585e3e1b5e6231d907ceefa820a3b79e2d9e3015ee117a,pre 1.18,"[{""type"":"""",""name"":""Array In""}]","[{""type"":""any"",""name"":""Unique Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
